id,output
q_5244,min_val =
q_5245,"return (points, ax)"
q_5246,model = Word2Vec(clean
q_5247,return df_pca
q_5248,for pixel_value in
q_5249,return base64_str
q_5250,return p > alpha
q_5251,"raise RuntimeError(""Error fetching data or writing to file"") from e"
q_5252,scaler =
q_5253,"zip_file_path = os.path.join(archive_dir,"
q_5254,"raise Exception(f""Error fetching data from the database: {str(e)}"") from e"
q_5255,return dict(letter_counts)
q_5256,df =
q_5257,return {}
q_5258,fruit_names = list(f
q_5259,"return ax, kurt"
q_5260,return None
q_5261,return
q_5262,modification_dt =
q_5263,"raise ValueError(f""The provided column"
q_5264,"return scaled_df, ax"
q_5265,except statistics
q_5266,"return (normalized_df, ax)"
q_5267,"return {""list"": unique_ids}"
q_5268,if df.isin([float('inf
q_5269,"return len(words), len(punctuation)"
q_5270,ax.set_title
q_5271,"ax.scatter(filtered_df['Age'], filtered"
q_5272,}
q_5273,return ax
q_5274,return length_counts
q_5275,raise ValueError
q_5276,"return random.choice(list(itertools.combinations(t, n)))"
q_5277,"raise FileNotFoundError(""if either file_path1 or file_path2 does not exist."")"
q_5278,process_start_time = time.time()
q_5279,# Add first
q_5280,return ax
q_5281,turtle.done()
q_5282,"return (kmeans.labels_, kmeans.cluster_centers_)"
q_5283,return data
q_5284,return config
q_5285,"return (blake3_hex, md5_hash)"
q_5286,return sums
q_5287,return plt.gca()
q_5288,return file_to_move
q_5289,"raise ValueError(""If 'df' is not a DataFrame or lacks 'Date' or 'Sales"
q_5290,plt.title('Distribution of Means
q_5291,im
q_5292,"ax.plot(x, y_int, label=f"
q_5293,"tf.keras.layers.Dense(20, activation"
q_5294,}
q_5295,t
q_5296,return df.sort_index(axis=1)
q_5297,return new_filenames
q_5298,return df
q_5299,log_file.write(file + '\n')
q_5300,return
q_5301,current_time += step
q_5302,return model
q_5303,"return pd.DataFrame(data, columns=['Value'])"
q_5304,scores = sia.polarity
q_5305,"key = AES.new(password, AES.MODE_CFB, nonce)"
q_5306,return dict(Counter(flat))
q_5307,return df
q_5308,return ax
q_5309,return result
q_5310,"return {'mode': np.array(modes), 'count': np.array(counts"
q_5311,return file_path
q_5312,return phone_numbers
q_5313,```
q_5314,"return count, sqrt_sum"
q_5315,return df
q_5316,return files_moved
q_5317,"ax.plot(df['Date'], df"
q_5318,for word
q_5319,return dict(ip_counter)
q_5320,return Counter(flat_list)
q_5321,ax.set
q_5322,data.append([
q_5323,return one_hot
q_5324,return dict(count)
q_5325,"return df, sns.pairplot(df[['Goals', 'Penalties']])"
q_5326,return df
q_5327,return dq
q_5328,return df
q_5329,return df
q_5330,"return positions, result_count, df"
q_5331,"'has_digit': any(c.isdigit() for c in generated_string),"
q_5332,ext =
q_5333,diff_data
q_5334,y_scores = model.predict
q_5335,"word_count_dict[f""Sentence {i}""] = len"
q_5336,with open(
q_5337,"df = pd.concat([pd.read_csv(f) for f in files],"
q_5338,return counts
q_5339,"ax.hist(prices_array, bins='auto', color='blue', alpha=0.7, rwidth=0.85"
q_5340,"return df, distance_df"
q_5341,return top_product
q_5342,data['date'] = pd.to
q_5343,return pd.DataFrame(data)
q_5344,```
q_5345,return result
q_5346,return encrypted_str
q_5347,return generator()
q_5348,"return df, ax"
q_5349,return sorted_freq
q_5350,"sns.histplot(df_replaced[col], ax=axes[i], kde=False, color='"
q_5351,"'they', 'them', 'their', 'theirs', 'themselves', 'what"
q_5352,return result
q_5353,#
q_5354,match = True
q_5355,plt.ylabel
q_5356,"names = ['John', 'Jane', 'Steve', 'Emma', 'Liam', 'Olivia']"
q_5357,total_delay = 0.0
q_5358,"df.to_csv(os.path.join(output_dir, file_path), index=False, header=False)"
q_5359,return (
q_5360,return (
q_5361,return dict(counts)
q_5362,"normalized = unicodedata.normalize('NFKC', text)."
q_5363,"return (cumulative_sum, ax)"
q_5364,result[col] = {}
q_5365,gray_img
q_5366,return process.wait()
q_5367,"return (model, predictions)"
q_5368,df = pd
q_5369,sns.heatmap(c
q_5370,break
q_5371,"ax.hist(sample, bins=30, density"
q_5372,"ax.hist(counts, bins=num_bins, edge"
q_5373,return df
q_5374,"return (matrix, flat_list)"
q_5375,return series_list
q_5376,return df
q_5377,return (dt
q_5378,df[column_name] = pd.to_datetime(df[column_name
q_5379,"return result, ax"
q_5380,# Find intersecting data points
q_5381,'std': df[col].std
q_5382,wb.save(file
q_5383,"raise IOError(f""IO error occurred: {e}"")"
q_5384,return counts
q_5385,return pattern
q_5386,"with open(file_name, 'w') as f"
q_5387,plt.ylabel('Frequency')
q_5388,total_sales = df.sum(axis
q_5389,output_path = os.path
q_5390,"return np.char.replace(arr, '""', '""""').astype('U')"
q_5391,"return (U, s, Vh)"
q_5392,return max_substr
q_5393,"return df, plt.gca()"
q_5394,return filename
q_5395,return result
q_5396,return pd.DataFrame(data)
q_5397,return (
q_5398,frequencies = [frequencies[i] for i
q_5399,return out
q_5400,return df
q_5401,return {'dict': result}
q_5402,"ratio = SequenceMatcher(None, s,"
q_5403,return collections.OrderedDict(sorted_teams)
q_5404,return dict_data
q_5405,"plt.ylabel(""Score"
q_5406,# Extract words and counts for plotting
q_5407,ax.set_title
q_5408,return df
q_5409,return dict(url_counts)
q_5410,"""Country"": match.group("
q_5411,"return top_values, random_value"
q_5412,median_sorted = round(statistics.median([x[1] for x in sorted_list]))
q_5413,country_h
q_5414,return result_df
q_5415,"return {'mean': mean, 'median': median, 'mode': mode}"
q_5416,"def task_func(text=TEXT, smtp_server=SMTP_SERVER, smtp_port=SMTP_PORT, email_address"
q_5417,return result
q_5418,"return df, ax, cube_root.squeeze()"
q_5419,"return reduce(operator.mul, numbers, 1)"
q_5420,f.write('------\n')
q_5421,data[animal] = counts
q_5422,"return (random_list, random_list)"
q_5423,count += 1
q_5424,return sorted_counts
q_5425,ax
q_5426,return response
q_5427,pdf = stats.gaussian_kde(numeric
q_5428,"return pd.DataFrame(result, columns=['Original String', 'Shuffled String'])"
q_5429,"insertion_pos = bisect.bisect_left(numbers, random.randint(1,"
q_5430,return title.string if title else 'No Title'
q_5431,"return df, ax"
q_5432,"return (False,"
q_5433,return data
q_5434,df = pd.DataFrame(list
q_5435,"for key, count in"
q_5436,ax.plot(fft_result
q_5437,"return pd.DataFrame(cleaned_lines, columns=['Text'])"
q_5438,"return f""Sentiment: {sentiment}"""
q_5439,category_counts = df.value_counts
q_5440,# Plot the differences as a bar chart
q_5441,"for filename, ext"
q_5442,return samples
q_5443,"data[col_name] = [randint(0, 9) for _ in range"
q_5444,"return df, ax"
q_5445,"""herself"", ""it"", ""its"", ""itself"", ""they"", ""them"", ""their"", ""theirs"", ""themselves"","
q_5446,return df
q_5447,return count
q_5448,response = sg
q_5449,"return pd.DataFrame(df_scaled, columns=df.columns)"
q_5450,"cpu_usage = subprocess.check_output([""powershell"", ""-Command"", ""(("
q_5451,plt.show()
q_5452,X = df[['Area']]
q_5453,return dict(Counter(words))
q_5454,#
q_5455,"sns.histplot(filtered_df['Score'], kde=False, ax"
q_5456,axes.append(ax
q_5457,except ValueError as ve:
q_5458,scores = cross_val_score
q_5459,return archive_file
q_5460,"return fig, points"
q_5461,"""they"", ""them"", ""their"", ""theirs"", ""themselves"", ""what"", ""which"", ""who"", ""wh"
q_5462,return scaled_df.round(6)
q_5463,"raise ValueError(""Threshold must be an integer in"
q_5464,zip_path = os
q_5465,output_files.append
q_5466,fig
q_5467,return df
q_5468,return None
q_5469,return md5_hash
q_5470,'Sydney': 'Australia
q_5471,return copied_files
q_5472,"return product, top_sums"
q_5473,return True
q_5474,return df.copy()
q_5475,return statistics.mean(distances)
q_5476,skewness = stats.skew
q_5477,return correlation
q_5478,data.plot(kind='
q_5479,ax.set_title('Time Series of Row S
q_5480,"return replaced_elements, bool(result)"
q_5481,return active_ips
q_5482,df = pd.DataFrame(list(word_counts
q_5483,return os.path.abspath(file_path)
q_5484,"ax.hist(data, bins=bins, color='#607c8e', rwidth=0."
q_5485,return
q_5486,"return (skew, kurt, plt.gca())"
q_5487,"stats[col] = {""mean"": mean,"
q_5488,ax
q_5489,return False
q_5490,"raise Exception(f""Error sorting"
q_5491,return int(time_diff)
q_5492,return ax
q_5493,ascii_result = bytes_obj.decode('
q_5494,"return (p25, p50, p75)"
q_5495,"return (generated, is_similar)"
q_5496,return result
q_5497,return dates[:rows*columns].reshape
q_5498,"plt.scatter(data[:, 0], data[:, 1], c="
q_5499,# Top_n most common words
q_5500,return str(t)
q_5501,median_fft = np.abs(np.median(
q_5502,return json_file_name
q_5503,file.write(escaped_content)
q_5504,delta = (end_date - start
q_5505,"return {'mode': m, 'entropy': e}"
q_5506,return encoded
q_5507,return file_names
q_5508,df_corr
q_5509,"return df, ax"
q_5510,"penalty_fouls = randint(0, 5"
q_5511,return sentences
q_5512,return positions
q_5513,except Exception as e:
q_5514,result[domain]
q_5515,return mime_map
q_5516,sum_val = values.sum()
q_5517,return all_combinations[:10]
q_5518,"with open(zip_filename,"
q_5519,description = description.strip()
q_5520,"""mode"": mode"
q_5521,"ax.plot(x, pdf, '"
q_5522,"country_samples = rng.choice(country_ids, size=num"
q_5523,return plt.gca()
q_5524,"fig, axes = plt.subplots(nrows=len(numeric"
q_5525,"return hmac.compare_digest(hmac_hash, base64.b64decode(signature))"
q_5526,return top_indices
q_5527,"performance_score = max(0, goals - penalties)"
q_5528,"csv_writer = csv.writer(output, delimiter=delimiter, lineterminator"
q_5529,last_date
q_5530,fig
q_5531,return df
q_5532,return min_subseq
q_5533,"scaled_df = pd.DataFrame(scaled_data, columns=filtered"
q_5534,"return (total_sum, category_counts)"
q_5535,return interesting_files
q_5536,return df.transpose()
q_5537,df['pair
q_5538,return
q_5539,"return pd.DataFrame(list(word_counts.items()), columns=['word', 'count'])"
q_5540,return df_standardized
q_5541,"ax.scatter(df['date'], df"
q_5542,labels = kmeans.labels
q_5543,return sns.axis()
q_5544,data
q_5545,sample_mean = np
q_5546,'MAIL_PASSWORD': os.getenv('MAIL
q_5547,mode = stats.mode(col)[0][0] if
q_5548,ax2.set
q_5549,return json_file_path
q_5550,"fig, axes = plt.subplots(len(numeric_cols),"
q_5551,ax
q_5552,"return pd.DataFrame([gdp_values], index=[0], columns=country_dict.keys()).T"
q_5553,return 'HTTP/1.1 403 Forbidden\r\n\r\nForbidden'
q_5554,"return original_array, normalized_array"
q_5555,return file_name
q_5556,plt.show()
q_5557,df['sum'] = df['list'].apply(sum)
q_5558,"return (random_list, k_largest)"
q_5559,"return (pd.Series(), None)"
q_5560,"new_content = f""{prefix}{md5_hash}\n{content"
q_5561,return {'str': compressed_base64}
q_5562,x2 = p2[0
q_5563,return stats.mode(flat)[0][0]
q_5564,return ax
q_5565,return np.array([product])
q_5566,"shutil.move(file_path, os.path"
q_5567,return rounded_float
q_5568,"return (X_train, X_test, y_train, y_test)"
q_5569,df.plot
q_5570,return df
q_5571,"ax.fill_between(x, y, alpha=0.5"
q_5572,return base64.b64encode(signature).decode('utf-8')
q_5573,return df
q_5574,"return [x for (d, x) in degrees_primes]"
q_5575,return matches
q_5576,return ax
q_5577,if col != target
q_5578,"stats = stats[['count', 'mean', 'std', 'min', '25%', '50%', '75%', '"
q_5579,return total / len(itertools.permutations(numbers))
q_5580,sums = [sum(factorials[i
q_5581,"return normalized_df, ax"
q_5582,return response
q_5583,except Exception as
q_5584,return ax
q_5585,ax.bar(df
q_5586,return best_subseq
q_5587,duplicate_names = duplicates['name'].value_counts()
q_5588,return arr
q_5589,return app
q_5590,return result
q_5591,data[numeric_cols] =
q_5592,return correlation_matrix
q_5593,return float(iqr(flat))
q_5594,"self.send_header('Content-length',"
q_5595,"return (sorted_array, unique_pairs)"
q_5596,"raise ValueError(f""Invalid JSON format: {str(e)}"")"
q_5597,# Drop the target variable
q_5598,return
q_5599,"return df, ax"
q_5600,# Count frequencies of the
q_5601,expected_hash = base64.b64encode(hashlib.sha25
q_5602,"tied_vals = [k for k, v in counts.items() if v == most_common[0][1]]"
q_5603,return os.path.abspath(output_filename)
q_5604,"return [(word, count) for word, count in most_common]"
q_5605,"return {'size': size, 'last_modified': mod_time}"
q_5606,"if not all(isinstance(country, str) for country in df"
q_5607,return df
q_5608,return moved_files
q_5609,return ax
q_5610,return bytes_result
q_5611,```
q_5612,return df
q_5613,"plt.figure(figsize=(8, 6))"
q_5614,"json.dump(result, f)"
q_5615,"with open(file_path, 'w', newline='')"
q_5616,ax.set
q_5617,"'end_time': end_time,"
q_5618,freq[age]
q_5619,ax.set_title('
q_5620,"return (vor, ax)"
q_5621,"return (dist, ax)"
q_5622,return result
q_5623,plt.title('Random Data Over
q_5624,normalized_data = scaler.fit_transform(original_data.values.reshape(-1
q_5625,return dll_name
q_5626,plt.show()
q_5627,"df = pd.DataFrame(scaled_data, columns=feature_names)"
q_5628,return dt.strftime(DATE_FORMAT)
q_5629,unique_points
q_5630,data = df[column_name].drop
q_5631,"return df, ax"
q_5632,return ax
q_5633,return df
q_5634,history = model.fit
q_5635,"ax.hist(normalized_data, bins=30, density=True, alpha=0."
q_5636,return pd.DataFrame(data)
q_5637,"return ('N/A', 'N/A', 'N/A', 'N/A')"
q_5638,return dict(counter)
q_5639,"plt.hist(df_replaced[col], bins=10)"
q_5640,ax.axvline
q_5641,return table
q_5642,raise requests.exceptions.HTTPError
q_5643,return {'str': hash_obj.hexdigest()}
q_5644,return soup
q_5645,# Calculate correlation matrix of Z-values
q_5646,return df_cdf
q_5647,return my_dict
q_5648,"ylabel = ""{:20}:{:"
q_5649,return base64.b64encode(hashed).decode('utf-8')
q_5650,return path_to_append
q_5651,sampled_df = df.sample(n
q_5652,}
q_5653,return Counter(pairs)
q_5654,ax.set_xlabel('Date')
q_5655,median = np.median(values) if len(values
q_5656,return loaded_strings
q_5657,return result
q_5658,ngrams[ngram]
q_5659,"humidity = np.random.uniform(20, 100, n_days)"
q_5660,"cursor.execute(""UPDATE users SET password = ? WHERE user_id"
q_5661,decoded_content = content.decode(from_encoding
q_5662,return buffer.getvalue()
q_5663,for
q_5664,plt.xlabel('
q_5665,"with open(CSV_FILE_PATH, 'w', newline"
q_5666,return counter
q_5667,"return hex_hash, None"
q_5668,dt_target = dt
q_5669,scaled_values =
q_5670,encrypted
q_5671,"return outliers, mean, std**2"
q_5672,"with open(json_file, 'w') as f"
q_5673,numeric_data = [float(x) for x in current]
q_5674,"col_pairs = [(COLUMNS[i], COLUMNS[j]) for i in range(len(COLUMNS)) for j in range(i"
q_5675,pdf =
q_5676,"ax.scatter(data, np.zeros_like(data), c=k"
q_5677,return data_dict
q_5678,return data
q_5679,conn.commit()
q_5680,idx = np.where
q_5681,return response
q_5682,"return json.dumps(my_obj, default=default)"
q_5683,df = pd.DataFrame({'Original String':
q_5684,img = cv2.cvtColor
q_5685,"stats.probplot(samples, dist=""norm"", plot=plt"
q_5686,return gen_dict
q_5687,return count
q_5688,random_numbers = [
q_5689,if content_type != 'application/json':
q_5690,return None
q_5691,categories = np.random.choice(categories
q_5692,raise e
q_5693,palindrome_words
q_5694,"remove_idx = random.randint(0, len(substrings)-1)"
q_5695,"return scaled_df.join(data.drop(columns, axis=1))"
q_5696,return pd.Series(series)
q_5697,return most_common_letters
